date, pm25, pm10, o3, no2, so2, co
2020/10/24, 152, 138, 29, 31, 4, 11
2020/10/25, 157, 105, 17, 27, 3, 8
2020/10/26, 105, 64, 10, 24, 3, 6
2020/10/27, 79, 37, 20, 15, 2, 6
2020/10/28, 66, 73, 7, 22, 3, 8
2020/10/29, 111, 88, 9, 21, 3, 9
2020/10/30, 135, 59, 26, 16, 3, 7
2020/10/31, 60, 69, 33, 19, 2, 4
2020/11/1, 80, 61, 31, 21, 3, 4
2020/11/2, 77, 93, 9, 32, 4, 7
2020/11/3, 135, 105, 8, 33, 5, 8
2020/11/4, 164, 103, 13, 30, 3, 8
2020/11/5, 138, 68, 35, 17, 3, 4
2020/11/6, 66, 73, 26, 22, 3, 4
2020/11/7, 88, 95, 13, 33, 4, 7
2020/11/8, 130, 120, 22, 38, 5, 8
2020/11/9, 160, 129, 23, 35, 5, 6
2020/11/10, 172, 149, 30, 34, 5, 7
2020/11/11, 180, 158, 28, 41, 4, 8
2020/11/12, 177, 164, 27, 37, 4, 8
2020/11/13, 182, 158, 37, 32, 3, 10
2020/11/14, 179, 154, 31, 30, 3, 10
2020/11/15, 181, 161, 31, 27, 3, 10
2020/11/16, 189, 106, 27, 18, 2, 7
2020/11/17, 141, 62, 37, 11, 2, 3
2020/11/18, 62, 65, 23, 24, 3, 5
2020/11/19, 107, 65, 3, 23, 3, 6
2020/11/20, 111, 32, 19, 8, 2, 2
2020/11/21, 74, 30, 13, 12, 2, 1
2020/11/22, 70, 30, 9, 18, 2, 1
2020/11/23, 79, 61, 9, 18, 2, 4
2020/11/24, 136, 54, 11, 13, 3, 4
2020/11/25, 117, 61, 22, 18, 3, 7
2020/11/26, 130, 82, 11, 24, 4, 8
2020/11/27, 160, 94, 16, 26, 5, 8
2020/11/28, 170, 82, 30, 18, 3, 6
2020/11/29, 163, 94, 4, 25, 3, 9
2020/11/30, 166, 92, 6, 18, 3, 11
2020/12/1, 173, 81, 10, 16, 3, 9
2020/12/2, 159, 53, 16, 15, 3, 5
2020/12/3, 99, 65, 7, 19, 4, 5
2020/12/4, 142, 83, 7, 22, 5, 7
2020/12/5, 165, 87, 8, 19, 6, 7
2020/12/6, 174, 89, 9, 23, 6, 9
2020/12/7, 168, 86, 16, 26, 6, 9
2020/12/8, 160, 83, 15, 19, 6, 8
2020/12/9, 168, 65, 21, 23, 5, 7
2020/12/10, 142, 88, 12, 31, 5, 9
2020/12/11, 157, 91, 23, 28, 5, 8
2020/12/12, 175, 84, 21, 11, 3, 2
2020/12/13, 62, 78, 10, 20, 4, 5
2020/12/14, 106, 86, 9, 19, 4, 7
2020/12/15, 155, 108, 4, 29, 5, 10
2020/12/16, 168, 105, 21, 27, 6, 9
2020/12/17, 172, 60, 22, 20, 4, 5
2020/12/18, 118, 83, 18, 25, 5, 8
2020/12/19, 145, 72, 21, 23, 5, 9
2020/12/20, 145, 97, 18, 29, 4, 11
2020/12/21, 180, 132, 13, 34, 5, 14
2020/12/22, 221, 94, 30, 12, 4, 6
2020/12/23, 95, 68, 28, 17, 5, 7
2020/12/24, 120, 95, 13, 26, 6, 9
2020/12/25, 176, 99, 25, 24, 6, 9
2020/12/26, 174, 126, 10, 38, 5, 14
2020/12/27, 210, 113, 25, 22, 5, 11
2020/12/28, 190, 46, 26, 7, 3, 2
2020/12/29, 54, 42, 23, 10, 3, 3
2020/12/30, 65, 61, 10, 20, 4, 7
2020/12/31, 122, 70, 17, 23, 4, 7
2021/1/1, 146, 117, 4, 33, 6, 12
2021/1/2, 185, 105, 10, 35, 7, 12
2021/1/3, 177, 144, 2, 36, 7, 16
2020/7/1, 87, 40, 83, 14, 3, 3
2020/7/2, 63, 65, 121, 20, 2, 5
2020/7/3, 105, 63, 89, 13, 2, 6
2020/7/4, 116, 59, 95, 15, 2, 5
2020/7/5, 112, 54, 137, 14, 2, 4
2020/7/6, 79, 51, 125, 13, 3, 4
2020/7/7, 82, 44, 104, 8, 3, 3
2020/7/8, 76, 39, 85, 11, 3, 4
2020/7/9, 74, 41, 34, 10, 3, 5
2020/7/10, 86, 28, 37, 5, 2, 4
2020/7/11, 61, 24, 72, 4, 2, 5
2020/7/12, 49, 34, 83, 10, 3, 6
2020/7/13, 73, 39, 34, 11, 2, 6
2020/7/14, 82, 38, 63, 5, 2, 5
2020/7/15, 78, 30, 26, 9, 2, 5
2020/7/16, 57, 14, 35, 7, 2, 5
2020/7/17, 42, 28, 30, 7, 2, 5
2020/7/18, 61, 22, 49, 5, 2, 3
2020/7/19, 50, 48, 95, 16, 3, 4
2020/7/20, 72, 26, 27, 9, 2, 4
2020/7/21, 60, 37, 29, 10, 2, 4
2020/7/22, 66, 46, 26, 11, 2, 6
2020/7/23, 87, 45, 31, 8, 2, 5
2020/7/24, 92, 33, 28, 7, 2, 5
2020/7/25, 65, 40, 60, 10, 2, 4
2020/7/26, 56, 63, 74, 13, 2, 4
2020/7/27, 93, 70, 53, 15, 2, 5
2020/7/28, 126, 82, 88, 19, 2, 6
2020/7/29, 130, 55, 62, 12, 2, 4
2020/7/30, 85, 46, 85, 13, 2, 5
2020/7/31, 88, 54, 35, 13, 2, 5
2020/8/1, 108, 34, 80, 4, 1, 6
2020/8/2, 60, 36, 39, 12, , 7
2020/8/3, 61, 39, 63, 11, , 6
2020/8/4, 79, 54, 93, 15, , 6
2020/8/5, 111, 47, 24, 13, , 7
2020/8/6, 104, 19, 16, 11, , 8
2020/8/7, 49, 29, 67, 13, , 7
2020/8/8, 28, 49, 141, 15, , 3
2020/8/9, 71, 62, 123, 16, 1, 3
2020/8/10, 89, 61, 24, 17, , 2
2020/8/11, 87, 38, 29, 11, , 1
2020/8/12, 64, 16, 51, 5, , 1
2020/8/13, 41, 29, 28, 11, , 1
2020/8/14, 63, 11, 26, 5, , 3
2020/8/15, 39, 12, 29, 4, 1, 4
2020/8/16, 31, 14, 33, 4, 1, 3
2020/8/17, 38, 11, 37, 6, 2, 3
2020/8/18, 20, 22, 41, 9, 2, 3
2020/8/19, 32, 41, 24, 16, , 5
2020/8/20, 73, 38, 47, 9, 2, 5
2020/8/21, 66, 54, 34, 11, 2, 5
2020/8/22, 89, 57, 38, 13, 2, 5
2020/8/23, 104, 19, 46, 6, 2, 3
2020/8/24, 25, 45, 75, 14, 2, 3
2020/8/25, 56, 57, 101, 18, 3, 3
2020/8/26, 75, 66, 93, 23, 3, 5
2020/8/27, 96, 70, 106, 13, 2, 7
2020/8/28, 114, 57, 43, 13, 2, 5
2020/8/29, 87, 37, 27, 7, 2, 3
2020/8/30, 30, 15, 44, 4, 2, 3
2020/8/31, 15, 46, 31, 16, 3, 4
2020/9/1, 58, 37, 56, 14, 2, 3
2020/9/2, 47, 58, 69, 21, 3, 3
2020/9/3, 58, 61, 64, 24, 3, 3
2020/9/4, 66, 78, 46, 29, 4, 4
2020/9/5, 103, 41, 56, 13, 3, 3
2020/9/6, 62, 60, 70, 20, 3, 3
2020/9/7, 71, 79, 87, 26, 4, 4
2020/9/8, 109, 64, 39, 22, 3, 5
2020/9/9, 109, 35, 64, 6, 3, 4
2020/9/10, 59, 61, 67, 22, 3, 5
2020/9/11, 95, 68, 78, 20, 3, 5
2020/9/12, 103, 77, 66, 22, 3, 5
2020/9/13, 115, 32, 34, 9, 3, 4
2020/9/14, 49, 39, 51, 12, 3, 2
2020/9/15, 49, 58, 23, 22, 4, 3
2020/9/16, 72, 61, 57, 16, 4, 3
2020/9/17, 81, 59, 53, 26, 4, 3
2020/9/18, 69, 88, 41, 31, 6, 6
2020/9/19, 122, 50, 26, 15, 4, 4
2020/9/20, 81, 22, 22, 6, 3, 4
2020/9/21, 44, 52, 27, 13, 3, 5
2020/9/22, 76, 61, 51, 15, 3, 6
2020/9/23, 82, 62, 34, 21, 4, 6
2020/9/24, 75, 84, 21, 24, 3, 7
2020/9/25, 115, 81, 38, 15, 4, 7
2020/9/26, 105, 68, 32, 19, 4, 7
2020/9/27, 103, 87, 11, 24, 4, 8
2020/9/28, 141, 70, 46, 14, 4, 7
2020/9/29, 95, 84, 27, 22, 4, 8
2020/9/30, 124, 56, 18, 8, 4, 5
2020/4/1, 109, 33, 12, 14, 2, 8
2020/4/2, 78, 38, 35, 11, 2, 6
2020/4/3, 72, 39, 34, 17, 2, 3
2020/4/4, 68, 60, 33, 26, 3, 4
2020/4/5, 104, 53, 42, 24, 3, 4
2020/4/6, 87, 57, 48, 22, 3, 4
2020/4/7, 92, 49, 52, 21, 3, 3
2020/4/8, 72, 70, 49, 26, 3, 4
2020/4/9, 105, 70, 21, 15, 3, 6
2020/4/10, 125, 46, 48, 13, 3, 5
2020/4/11, 66, 59, 53, 20, 3, 3
2020/4/12, 89, 65, 27, 36, 4, 5
2020/4/13, 118, 71, 44, 24, 3, 4
2020/4/14, 93, 77, 29, 32, 4, 5
2020/4/15, 132, 73, 43, 20, 3, 4
2020/4/16, 99, 83, 37, 17, 4, 3
2020/4/17, 139, 57, 38, 10, 3, 4
2020/4/18, 111, 47, 49, 11, 3, 2
2020/4/19, 84, 64, 30, 16, 3, 1
2020/4/20, 58, 54, 27, 23, 3, 1
2020/4/21, 76, 56, 29, 25, 5, 2
2020/4/22, 96, 53, 51, 20, 4, 4
2020/4/23, 92, 59, 46, 25, 4, 3
2020/4/24, 84, 67, 47, 22, 3, 3
2020/4/25, 70, 65, 47, 19, 3, 4
2020/4/26, 65, 80, 81, 22, 5, 5
2020/4/27, 98, 98, 74, 33, 4, 6
2020/4/28, 123, 99, 75, 35, 4, 7
2020/4/29, 121, 72, 77, 28, 4, 5
2020/4/30, 82, 69, 65, 26, 4, 4
2020/5/1, 83, 70, 89, 27, 3, 5
2020/5/2, 91, 67, 97, 28, 4, 5
2020/5/3, 106, 100, 110, 26, 6, 7
2020/5/4, 150, 72, 37, 12, 3, 8
2020/5/5, 100, 82, 50, 17, 3, 7
2020/5/6, 90, 39, 23, 9, 3, 7
2020/5/7, 74, 82, 35, 4, 3, 2
2020/5/8, 97, 29, 36, 4, 3, 1
2020/5/9, 45, 58, 47, 13, 3, 2
2020/5/10, 76, 67, 42, 6, 3, 1
2020/5/11, 62, 53, 43, 21, 3, 1
2020/5/12, 68, 59, 24, 22, 4, 2
2020/5/13, 89, 46, 44, 15, 3, 2
2020/5/14, 59, 68, 84, 22, 3, 3
2020/5/15, 88, 65, 49, 12, 3, 1
2020/5/16, 84, 71, 62, 19, 4, 2
2020/5/17, 98, 83, 53, 8, 3, 1
2020/5/18, 76, 66, 39, 22, 4, 3
2020/5/19, 107, 72, 65, 19, 4, 3
2020/5/20, 107, 77, 74, 15, 3, 3
2020/5/21, 88, 82, 121, 25, 4, 4
2020/5/22, 90, 88, 48, 13, 4, 2
2020/5/23, 96, 52, 32, 13, 3, 1
2020/5/24, 63, 35, 53, 9, 3, 2
2020/5/25, 56, 54, 60, 12, 4, 1
2020/5/26, 63, 46, 45, 9, 3, 1
2020/5/27, 58, 52, 59, 16, 3, 1
2020/5/28, 57, 50, 68, 18, 3, 1
2020/5/29, 74, 104, 64, 12, 4, 1
2020/5/30, 115, 114, 90, 20, 4, 3
2020/5/31, 140, 82, 56, 14, 4, 2
2020/6/1, 93, 50, 39, 16, 3, 2
2020/6/2, 62, 57, 68, 19, 3, 1
2020/6/3, 64, 68, 98, 26, 4, 3
2020/6/4, 100, 73, 128, 23, 4, 4
2020/6/5, 102, 61, 73, 7, 3, 4
2020/6/6, 90, 50, 88, 7, 4, 3
2020/6/7, 63, 42, 37, 5, 3, 4
2020/6/8, 76, 28, 28, 5, 3, 5
2020/6/9, 59, 62, 115, 14, 3, 7
2020/6/10, 98, 57, 60, 10, 3, 7
2020/6/11, 100, 40, 58, 9, 3, 6
2020/6/12, 64, 52, 45, 15, 3, 5
2020/6/13, 78, 63, 103, 16, 3, 4
2020/6/14, 79, 62, 35, 20, 3, 6
2020/6/15, 100, 24, 34, 5, , 7
2020/6/16, 49, 14, 33, 5, 2, 6
2020/6/17, 34, 33, 93, 9, 2, 4
2020/6/18, 55, 55, 33, 18, , 5
2020/6/19, 87, 43, 54, 11, 3, 4
2020/6/20, 74, 40, 47, 9, 3, 4
2020/6/21, 69, 28, 32, 8, 2, 4
2020/6/22, 59, 39, 43, 9, 2, 4
2020/6/23, 67, 54, 100, 15, 2, 4
2020/6/24, 76, 75, 108, 13, 3, 4
2020/6/25, 86, 57, 31, 17, 2, 4
2020/6/26, 88, 23, 29, 8, , 3
2020/6/27, 63, 21, 28, 6, 2, 6
2020/6/28, 54, 20, 59, 9, , 6
2020/6/29, 52, 38, 75, 9, 2, 3
2020/6/30, 60, 55, 48, 16, 3, 4
2020/1/1, 163, 85, 10, 22, 10, 10
2020/1/2, 179, 144, 15, 29, 11, 14
2020/1/3, 217, 111, 11, 37, 10, 16
2020/1/4, 247, 101, 2, 32, 7, 18
2020/1/5, 248, 75, 7, 22, 4, 14
2020/1/6, 173, 71, 31, 18, 5, 9
2020/1/7, 165, 81, 3, 27, 5, 12
2020/1/8, 180, 128, 4, 21, 5, 15
2020/1/9, 237, 95, 13, 17, 5, 15
2020/1/10, 213, 69, 26, 17, 5, 9
2020/1/11, 173, 78, 13, 26, 6, 9
2020/1/12, 188, 98, 2, 29, 7, 14
2020/1/13, 244, 85, 7, 25, 6, 11
2020/1/14, 203, 92, 5, 24, 6, 11
2020/1/15, 209, 70, 18, 20, 5, 14
2020/1/16, 207, 99, 9, 30, 5, 16
2020/1/17, 238, 121, 9, 31, 4, 15
2020/1/18, 258, 52, 33, 16, 5, 5
2020/1/19, 97, 58, 23, 24, 9, 9
2020/1/20, 125, 80, 27, 21, 9, 11
2020/1/21, 180, 114, 30, 22, 8, 15
2020/1/22, 248, , 27, 20, 7, 16
2020/1/23, 313, 113, 24, 11, 6, 14
2020/1/24, 288, , 21, 9, 5, 15
2020/1/25, 293, 101, 20, 9, 4, 14
2020/1/26, 287, 68, 28, 6, 4, 10
2020/1/27, 169, 49, 32, 6, 4, 10
2020/1/28, 146, 57, 36, 6, 6, 9
2020/1/29, 158, 47, 38, 9, 7, 9
2020/1/30, 158, 108, 43, 8, 7, 10
2020/1/31, 187, , 42, 12, 8, 12
2020/2/1, 222, 42, 37, 5, 6, 7
2020/2/2, 140, 32, 32, 8, 7, 6
2020/2/3, 129, 60, 43, 10, 7, 8
2020/2/4, 167, , 31, 9, 6, 10
2020/2/5, 194, 72, 12, 8, 3, 9
2020/2/6, 168, 63, 18, 6, 4, 9
2020/2/7, 166, 54, 31, 5, 5, 8
2020/2/8, 150, 62, 40, 7, 7, 8
2020/2/9, 167, 66, 44, 9, 7, 9
2020/2/10, 174, , 53, 9, 7, 10
2020/2/11, 187, 76, 56, 8, 6, 10
2020/2/12, 199, 82, 55, 8, 6, 10
2020/2/13, 194, 93, 30, 4, 3, 3
2020/2/14, 64, 52, 32, 3, 3, 3
2020/2/15, 56, 29, 37, 4, 3, 4
2020/2/16, 86, 33, 37, 5, 5, 5
2020/2/17, 89, 40, 45, 8, 6, 7
2020/2/18, 140, 54, 42, 12, 6, 8
2020/2/19, 153, 89, 28, 10, 5, 8
2020/2/20, 142, 71, 36, 7, 3, 5
2020/2/21, 112, 74, 31, 12, 5, 7
2020/2/22, 136, 77, 41, 13, 5, 8
2020/2/23, 163, 72, 40, 12, 5, 8
2020/2/24, 144, 63, 52, 16, 7, 11
2020/2/25, 172, 100, 41, 15, 5, 12
2020/2/26, 188, 33, 11, 12, 4, 10
2020/2/27, 63, 32, 8, 14, 3, 9
2020/2/28, 88, 41, 35, 11, 2, 6
2020/2/29, 92, 58, 32, 18, 3, 3
2020/3/1, 86, 42, 29, 10, 2, 3
2020/3/2, 77, 42, 11, 22, 3, 3
2020/3/3, 97, 62, 26, 21, 4, 4
2020/3/4, 139, 68, 28, 22, 4, 6
2020/3/5, 163, 79, 44, 21, 3, 6
2020/3/6, 168, 75, 33, 29, 5, 7
2020/3/7, 155, 89, 21, 26, 4, 8
2020/3/8, 164, 92, 30, 9, 2, 2
2020/3/9, 104, 92, 38, 15, 3, 2
2020/3/10, 123, 68, 23, 26, 4, 4
2020/3/11, 129, 75, 22, 26, 4, 5
2020/3/12, 143, 84, 36, 18, 3, 3
2020/3/13, 109, 83, 36, 22, 3, 4
2020/3/14, 131, 63, 32, 25, 3, 4
2020/3/15, 99, 63, 40, 20, 3, 4
2020/3/16, 99, 47, 44, 19, 3, 3
2020/3/17, 81, 57, 44, 23, 3, 3
2020/3/18, 91, 92, 26, 26, 3, 5
2020/3/19, 140, 87, 47, 26, 3, 6
2020/3/20, 150, 77, 37, 25, 3, 4
2020/3/21, 123, 76, 36, 28, 5, 5
2020/3/22, 143, 99, 42, 33, 4, 7
2020/3/23, 149, 75, 55, 28, 4, 6
2020/3/24, 120, 71, 61, 27, 4, 7
2020/3/25, 123, 235, 31, 11, 2, 3
2020/3/26, 112, 20, 23, 8, 2, 3
2020/3/27, 49, 36, 26, 15, 2, 3
2020/3/28, 68, 11, 26, 8, 2, 2
2020/3/29, 36, , , , , 
2019/10/1, 140, 60, 62, 17, 2, 7
2019/10/2, 122, 67, 27, 23, 2, 7
2019/10/3, 118, 39, 19, 8, 2, 5
2019/10/4, 53, 15, 16, 8, 2, 5
2019/10/5, 33, 17, 13, 10, 2, 5
2019/10/6, 42, 25, 21, 12, 2, 6
2019/10/7, 58, 32, 21, 15, 2, 6
2019/10/8, 60, 26, 13, 14, 2, 5
2019/10/9, 62, 27, 8, 13, 2, 6
2019/10/10, 51, 41, 8, 18, 3, 8
2019/10/11, 70, 54, 21, 19, 2, 7
2019/10/12, 112, 65, 29, 18, 3, 7
2019/10/13, 132, 48, 17, 18, 2, 7
2019/10/14, 85, 39, 4, 19, 3, 7
2019/10/15, 92, 26, 24, 15, 3, 7
2019/10/16, 68, 38, 21, 22, 3, 7
2019/10/17, 84, 61, 12, 29, 3, 9
2019/10/18, 143, 68, 29, 21, 3, 9
2019/10/19, 156, 57, 10, 18, 2, 8
2019/10/20, 114, 53, 1, 19, 3, 9
2019/10/21, 117, 63, 12, 21, 2, 9
2019/10/22, 152, 66, 23, 23, 3, 9
2019/10/23, 152, 35, 24, 10, 2, 5
2019/10/24, 47, 31, 12, 17, 3, 4
2019/10/25, 60, 41, 19, 16, 2, 4
2019/10/26, 72, 46, 18, 20, 3, 5
2019/10/27, 81, 62, 29, 20, 3, 4
2019/10/28, 87, 80, 10, 31, 3, 6
2019/10/29, 132, 71, 24, 22, 3, 5
2019/10/30, 110, 68, 3, 25, 3, 6
2019/10/31, 125, 56, 5, 19, 3, 6
2019/11/1, 105, 53, 24, 16, 3, 6
2019/11/2, 120, 55, 16, 25, 4, 6
2019/11/3, 115, 77, 21, 27, 4, 9
2019/11/4, 178, 117, 2, 32, 4, 11
2019/11/5, 224, 98, 6, 24, 4, 13
2019/11/6, 205, 62, 18, 20, 3, 11
2019/11/7, 162, 86, 12, 29, 3, 10
2019/11/8, 185, 111, 4, 30, 3, 12
2019/11/9, 207, 39, 23, 20, 2, 4
2019/11/10, 78, 56, 2, 31, 4, 7
2019/11/11, 114, 65, 7, 24, 4, 7
2019/11/12, 141, 31, 29, 16, 3, 4
2019/11/13, 57, 57, 19, 24, 3, 5
2019/11/14, 85, 71, 17, 27, 4, 8
2019/11/15, 124, 89, 5, 34, 6, 9
2019/11/16, 162, 94, 22, 22, 4, 7
2019/11/17, 135, 70, 17, 22, 3, 4
2019/11/18, 101, 92, 5, 34, 6, 9
2019/11/19, 150, 115, 1, 42, 6, 12
2019/11/20, 181, 114, 6, 41, 5, 14
2019/11/21, 203, 118, 9, 37, 4, 13
2019/11/22, 225, 118, 21, 38, 4, 10
2019/11/23, 240, 38, 24, 5, 3, 3
2019/11/24, 92, 36, 11, 13, 3, 5
2019/11/25, 88, 57, 5, 17, 3, 6
2019/11/26, 145, 63, 3, 18, 5, 7
2019/11/27, 157, 70, 5, 27, 7, 9
2019/11/28, 152, 83, 2, 24, 5, 9
2019/11/29, 171, 61, 16, 15, 4, 7
2019/11/30, 143, 36, 28, 11, 3, 4
2019/12/1, 73, 57, 11, 26, 5, 6
2019/12/2, 97, 64, 9, 25, 6, 8
2019/12/3, 132, 58, 19, 21, 5, 8
2019/12/4, 115, 78, 8, 30, 7, 10
2019/12/5, 147, 108, 5, 32, 8, 13
2019/12/6, 187, 109, 9, 32, 8, 11
2019/12/7, 216, 100, 16, 28, 6, 9
2019/12/8, 196, 56, 13, 27, 5, 6
2019/12/9, 101, 64, 17, 24, 6, 5
2019/12/10, 114, 78, 5, 35, 7, 7
2019/12/11, 142, 109, 4, 34, 10, 11
2019/12/12, 179, 103, 13, 33, 10, 12
2019/12/13, 187, 120, 6, 35, 9, 12
2019/12/14, 206, 61, 7, 25, 7, 7
2019/12/15, 141, 72, 19, 21, 5, 7
2019/12/16, 151, 63, 24, 21, 5, 5
2019/12/17, 130, 49, 30, 18, 4, 5
2019/12/18, 99, 58, 22, 22, 6, 6
2019/12/19, 120, 90, 12, 32, 8, 11
2019/12/20, 183, 145, 7, 40, 7, 15
2019/12/21, 256, 156, 5, 46, 6, 17
2019/12/22, 310, 194, 5, 43, 5, 18
2019/12/23, 357, 134, 6, 29, 6, 16
2019/12/24, 247, 109, 13, 21, 5, 12
2019/12/25, 210, 43, 25, 13, 5, 4
2019/12/26, 58, 48, 16, 24, 7, 6
2019/12/27, 99, 72, 8, 34, 8, 10
2019/12/28, 150, 76, 20, 27, 8, 10
2019/12/29, 162, , , , , 
2019/7/1, 70, 47, 91, 17, 2, 5
2019/7/2, 87, 42, 71, 15, 1, 6
2019/7/3, 92, 30, 74, 10, 1, 4
2019/7/4, 66, 25, 74, 8, 2, 3
2019/7/5, 65, 44, 71, 13, 2, 3
2019/7/6, 68, 37, 109, 21, 2, 4
2019/7/7, 66, 31, 38, 11, 2, 5
2019/7/8, 78, 18, 61, 6, 2, 5
2019/7/9, 60, 15, 66, 7, 2, 4
2019/7/10, 44, 38, 67, 14, 2, 5
2019/7/11, 107, 26, 61, 7, 2, 4
2019/7/12, 63, 40, 88, 14, 2, 4
2019/7/13, 64, 57, 114, 18, 2, 4
2019/7/14, 97, 38, 61, 17, 2, 4
2019/7/15, 81, 37, 40, 11, 2, 5
2019/7/16, 95, 31, 31, 11, 1, 5
2019/7/17, 77, 30, 26, 10, , 5
2019/7/18, 67, 33, 43, 5, 1, 5
2019/7/19, 66, 22, 70, 8, 1, 4
2019/7/20, 44, 46, 76, 14, 1, 5
2019/7/21, 106, 25, 32, 7, , 4
2019/7/22, 61, 37, 57, 9, 1, 3
2019/7/23, 62, 55, 45, 14, 1, 3
2019/7/24, 82, 52, 88, 16, 1, 4
2019/7/25, 117, 47, 91, 17, 1, 4
2019/7/26, 63, 39, 76, 14, 1, 4
2019/7/27, 63, 48, 61, 18, 1, 5
2019/7/28, 69, 26, 40, 10, 1, 4
2019/7/29, 48, 27, 106, 11, 1, 4
2019/7/30, 49, 39, 107, 14, 1, 4
2019/7/31, 64, 33, 70, 11, 1, 3
2019/8/1, 60, 39, 70, 11, 1, 3
2019/8/2, 67, 23, 28, 9, 1, 7
2019/8/3, 94, 27, 84, 10, 1, 5
2019/8/4, 106, 41, 57, 13, 1, 5
2019/8/5, 85, 20, 30, 10, 1, 4
2019/8/6, 41, 21, 88, 8, 1, 4
2019/8/7, 38, 43, 72, 11, 1, 5
2019/8/8, 92, 29, 38, 9, 1, 4
2019/8/9, 40, 28, 72, 12, 1, 4
2019/8/10, 42, 40, 77, 14, 2, 4
2019/8/11, 60, 31, 60, 13, 2, 3
2019/8/12, 39, 32, 70, 18, 2, 4
2019/8/13, 60, 32, 61, 10, 2, 3
2019/8/14, 47, 29, 75, 17, 2, 2
2019/8/15, 48, 44, 78, 21, 2, 4
2019/8/16, 75, 49, 102, 20, 4, 6
2019/8/17, 84, 59, 130, 19, 3, 7
2019/8/18, 119, 53, 97, 11, 1, 6
2019/8/19, 101, 49, 38, 9, 2, 5
2019/8/20, 85, 21, 43, 7, 2, 4
2019/8/21, 49, 46, 31, 16, 1, 6
2019/8/22, 104, 57, 34, 14, 1, 8
2019/8/23, 120, 64, 89, 13, 1, 9
2019/8/24, 134, 63, 61, 13, , 10
2019/8/25, 127, 69, 45, 11, 1, 12
2019/8/26, 128, 11, 37, 6, 1, 5
2019/8/27, 26, 30, 50, 12, 2, 5
2019/8/28, 59, 27, 68, 13, 2, 4
2019/8/29, 50, 43, 65, 21, 2, 5
2019/8/30, 85, 51, 41, 22, 3, 6
2019/8/31, 104, 28, 51, 9, 1, 6
2019/9/1, 92, 33, 73, 12, 2, 4
2019/9/2, 55, 43, 75, 16, 2, 5
2019/9/3, 98, 53, 28, 17, 2, 6
2019/9/4, 137, 54, 88, 16, 2, 6
2019/9/5, 137, 51, 76, 19, 2, 6
2019/9/6, 72, 57, 105, 19, 2, 7
2019/9/7, 97, 56, 81, 19, 1, 6
2019/9/8, 89, 54, 41, 19, 1, 8
2019/9/9, 108, 29, 38, 8, 1, 8
2019/9/10, 61, 41, 28, 11, 1, 8
2019/9/11, 82, 32, 21, 10, 1, 8
2019/9/12, 60, 15, 33, 3, 1, 3
2019/9/13, 17, 9, 28, 6, 2, 3
2019/9/14, 22, 7, 28, 6, 1, 4
2019/9/15, 14, 24, 18, 16, 2, 6
2019/9/16, 59, 27, 30, 11, , 5
2019/9/17, 51, 34, 25, 16, 2, 6
2019/9/18, 71, 31, 24, 13, , 5
2019/9/19, 57, 25, 35, 11, 2, 5
2019/9/20, 43, 42, 53, 16, 2, 5
2019/9/21, 74, 39, 54, 20, 2, 5
2019/9/22, 69, 40, 52, 19, 2, 5
2019/9/23, 69, 41, 30, 20, 2, 5
2019/9/24, 65, 43, 51, 24, 2, 4
2019/9/25, 72, 50, 61, 20, 2, 5
2019/9/26, 84, 59, 42, 26, 3, 6
2019/9/27, 107, 55, 52, 25, 2, 6
2019/9/28, 83, 57, 45, 25, 3, 6
2019/9/29, 94, 71, 55, 31, 3, 7
2019/9/30, 132, 74, 16, 22, 2, 7
2019/4/1, 158, 109, 22, 35, 4, 8
2019/4/2, 158, 75, 50, 26, 3, 7
2019/4/3, 118, 56, 58, 22, 3, 5
2019/4/4, 65, 57, 59, 24, 2, 5
2019/4/5, 76, 65, 62, 23, 2, 5
2019/4/6, 78, 95, 67, 35, 4, 8
2019/4/7, 122, 114, 71, 28, 4, 9
2019/4/8, 164, 53, 27, 9, 2, 6
2019/4/9, 63, 69, 3, 20, 2, 9
2019/4/10, 159, 63, 54, 15, 2, 8
2019/4/11, 131, 70, 22, 23, 2, 7
2019/4/12, 127, 54, 36, 15, 2, 7
2019/4/13, 107, 51, 48, 20, 2, 4
2019/4/14, 79, 59, 42, 22, 2, 3
2019/4/15, 86, 57, 41, 20, 2, 3
2019/4/16, 65, 90, 49, 37, 3, 5
2019/4/17, 131, 81, 83, 34, 3, 6
2019/4/18, 109, 96, 57, 18, 3, 5
2019/4/19, 124, 52, 33, 11, 3, 4
2019/4/20, 97, 54, 29, 19, 2, 6
2019/4/21, 111, 53, 44, 16, 2, 9
2019/4/22, 122, 61, 58, 21, 2, 8
2019/4/23, 131, 72, 66, 18, 2, 6
2019/4/24, 110, 122, 64, 21, 2, 4
2019/4/25, 135, 65, 20, 19, 2, 6
2019/4/26, 133, 50, 14, 18, 1, 7
2019/4/27, 99, 44, 16, 15, 1, 3
2019/4/28, 133, 26, 59, 12, , 3
2019/4/29, 51, 56, 52, 10, 1, 2
2019/4/30, 63, 79, 33, 24, 3, 4
2019/5/1, 112, 61, 55, 23, 2, 5
2019/5/2, 99, 74, 17, 28, 1, 6
2019/5/3, 128, 62, 68, 20, 1, 6
2019/5/4, 120, 62, 54, 20, 1, 5
2019/5/5, 117, 39, 27, 15, 1, 4
2019/5/6, 64, 40, 33, 19, , 4
